Clinton,Trump,State,Place
2923,5943,Virginia,Greene
1627,7542,Virginia,Lee
1721,7292,Virginia,Buchanan
3762,4798,Virginia,Waynesboro
4590,4099,Virginia,Prince Edward
2752,5963,Virginia,King William
4722,3885,Virginia,Hopewell
3595,5035,Virginia,Southampton
1768,6454,Virginia,Patrick
2367,5681,Virginia,Colonial Heights
3723,4331,Virginia,Westmoreland
3677,4150,Virginia,Nelson
1949,5930,Virginia,Giles
2830,5089,Virginia,Northumberland
3047,4657,Virginia,Clarke
2300,5289,Virginia,Floyd
2023,5714,Virginia,Appomattox
5810,1323,Virginia,Falls Church
4473,3045,Virginia,Brunswick
5199,1921,Virginia,Williamsburg
2165,4873,Virginia,Alleghany
3128,3969,Virginia,Buckingham
1407,5593,Virginia,Grayson
1599,5089,Virginia,Poquoson
2150,4704,Virginia,Amelia
1832,4884,Virginia,Bristol
2202,4418,Virginia,Madison
2829,3712,Virginia,Nottoway
2862,3520,Virginia,Lancaster
1335,4932,Virginia,Dickenson
3255,2686,Virginia,Northampton
2923,2637,Virginia,Radford
2107,3668,Virginia,Middlesex
3531,2149,Virginia,Martinsville
2153,3479,Virginia,Charlotte
2226,3206,Virginia,Lunenburg
2541,2657,Virginia,Essex
1563,3515,Virginia,Mathews
3218,1732,Virginia,Manassas Park
2874,2055,Virginia,Sussex
2032,2693,Virginia,Cumberland
1741,2532,Virginia,Rappahannock
2558,1737,Virginia,Greensville
2516,1421,Virginia,Franklin City
2069,1785,Virginia,Surry
2244,1381,Virginia,Charles City
1347,2213,Virginia,Richmond
1451,2059,Virginia,King and Queen
453,2572,Virginia,Bland
541,2139,Virginia,Craig
1514,766,Virginia,Lexington
693,1432,Virginia,Buena Vista
914,1349,Virginia,Covington
1531,792,Virginia,Emporia
680,1603,Virginia,Galax
603,1548,Virginia,Bath
383,1021,Virginia,Norton
371,958,Virginia,Highland
489712,142064,Washington,King
113819,94998,Washington,Pierce
122094,81180,Washington,Snohomish
69867,81036,Washington,Spokane
77270,74136,Washington,Clark
54112,38141,Washington,Thurston
49841,37038,Washington,Kitsap
50703,34602,Washington,Whatcom
15883,23890,Washington,Yakima
17755,31573,Washington,Benton
16369,13926,Washington,Skagit
13392,16963,Washington,Cowlitz
18728,16104,Washington,Island
12331,12012,Washington,Clallam
4863,10221,Washington,Lewis
6528,8831,Washington,Chelan
8533,9691,Washington,Grays Harbor
10786,12070,Washington,Mason
6973,16921,Washington,Grant
4646,7554,Washington,Franklin
4960,6875,Washington,Walla Walla
2866,2596,Washington,Whitman
3477,8463,Washington,Stevens
11472,5518,Washington,Jefferson
5224,7136,Washington,Kittitas
2630,4048,Washington,Okanogan
1755,3336,Washington,Douglas
2768,4998,Washington,Asotin
6735,2523,Washington,San Juan
3900,4444,Washington,Pacific
2906,3889,Washington,Klickitat
1834,4151,Washington,Pend Oreille
1222,4056,Washington,Lincoln
841,2157,Washington,Adams
2098,2789,Washington,Skamania
960,1927,Washington,Ferry
276,841,Washington,Garfield
824,1328,Washington,Wahkiakum
482,1359,Washington,Columbia
27985,43464,West Virginia,Kanawha
12287,28210,West Virginia,Berkeley
14568,18278,West Virginia,Monongalia
8327,25168,West Virginia,Wood
11306,19648,West Virginia,Cabell
6362,21835,West Virginia,Raleigh
7675,18687,West Virginia,Harrison
5784,17455,West Virginia,Putnam
9458,13144,West Virginia,Jefferson
4689,17362,West Virginia,Mercer
6926,14592,West Virginia,Marion
5452,11077,West Virginia,Ohio
4246,10263,West Virginia,Fayette
3334,11077,West Virginia,Wayne
3743,9499,West Virginia,Greenbrier
2894,9565,West Virginia,Marshall
3247,8870,West Virginia,Hancock
2462,9501,West Virginia,Preston
2082,9866,West Virginia,Logan
2648,8959,West Virginia,Jackson
2019,8957,West Virginia,Mineral
2724,7583,West Virginia,Randolph
2069,7597,West Virginia,Mason
2549,6574,West Virginia,Brooke
1365,7876,West Virginia,Mingo
1821,7169,West Virginia,Nicholas
1763,6971,West Virginia,Upshur
1783,6483,West Virginia,Boone
1576,6646,West Virginia,Hampshire
1061,6527,West Virginia,Wyoming
1568,5718,West Virginia,Morgan
1435,5257,West Virginia,Lincoln
1336,5245,West Virginia,Lewis
1483,4701,West Virginia,Taylor
1348,4461,West Virginia,Wetzel
1429,4614,West Virginia,McDowell
1213,4509,West Virginia,Barbour
1249,4544,West Virginia,Hardy
1089,4337,West Virginia,Monroe
1220,3772,West Virginia,Roane
1315,3516,West Virginia,Braxton
510,4338,West Virginia,Grant
1186,3444,West Virginia,Summers
490,3376,West Virginia,Ritchie
505,2967,West Virginia,Tyler
924,2474,West Virginia,Pocahontas
750,2557,West Virginia,Tucker
726,2388,West Virginia,Pendleton
620,2342,West Virginia,Pleasants
566,2289,West Virginia,Clay
554,2284,West Virginia,Webster
360,2347,West Virginia,Doddridge
456,2023,West Virginia,Calhoun
537,1889,West Virginia,Gilmer
383,1903,West Virginia,Wirt
288986,126091,Wisconsin,Milwaukee
217506,71270,Wisconsin,Dane
79199,145519,Wisconsin,Waukesha
53358,67192,Wisconsin,Brown
38117,51579,Wisconsin,Outagamie
42506,46620,Wisconsin,Racine
37054,43447,Wisconsin,Winnebago
20854,51729,Wisconsin,Washington
35770,36025,Wisconsin,Kenosha
39336,31483,Wisconsin,Rock
26476,39010,Wisconsin,Marathon
32402,26384,Wisconsin,La Crosse
22636,32368,Wisconsin,Sheboygan
27271,23301,Wisconsin,Eau Claire
20167,30458,Wisconsin,Ozaukee
17391,31044,Wisconsin,Fond du Lac
18706,28848,Wisconsin,Walworth
17496,26123,Wisconsin,St. Croix
13968,26643,Wisconsin,Dodge
16559,23409,Wisconsin,Jefferson
14563,23234,Wisconsin,Manitowoc
18524,17310,Wisconsin,Portage
14232,21502,Wisconsin,Wood
16050,15871,Wisconsin,Sauk
11875,17912,Wisconsin,Chippewa
13525,14160,Wisconsin,Columbia
9634,15345,Wisconsin,Calumet
8303,16013,Wisconsin,Waupaca
10047,12347,Wisconsin,Grant
7568,13864,Wisconsin,Polk
7881,13595,Wisconsin,Barron
11342,9657,Wisconsin,Douglas
9025,11487,Wisconsin,Dunn
8380,11260,Wisconsin,Pierce
8103,11677,Wisconsin,Oneida
6243,12995,Wisconsin,Marinette
5886,13255,Wisconsin,Oconto
6056,12742,Wisconsin,Shawano
7047,11442,Wisconsin,Monroe
9121,8693,Wisconsin,Green
8026,8584,Wisconsin,Door
5370,8400,Wisconsin,Lincoln
6351,6994,Wisconsin,Vernon
5645,7370,Wisconsin,Trempealeau
4225,8645,Wisconsin,Clark
4769,8169,Wisconsin,Vilas
6669,4809,Wisconsin,Iowa
3802,7669,Wisconsin,Waushara
4100,7188,Wisconsin,Juneau
3623,6616,Wisconsin,Kewaunee
3780,5983,Wisconsin,Adams
3260,6436,Wisconsin,Langlade
4953,4125,Wisconsin,Bayfield
2398,6589,Wisconsin,Taylor
2700,6210,Wisconsin,Green Lake
3821,4907,Wisconsin,Jackson
3283,5404,Wisconsin,Washburn
2948,5412,Wisconsin,Burnett
3577,4021,Wisconsin,Richland
4136,3428,Wisconsin,Ashland
2808,4712,Wisconsin,Marquette
2846,4625,Wisconsin,Sawyer
3426,3844,Wisconsin,Crawford
3288,3977,Wisconsin,Lafayette
2671,4562,Wisconsin,Price
2171,4564,Wisconsin,Rusk
2531,4049,Wisconsin,Buffalo
1583,2787,Wisconsin,Forest
1345,2228,Wisconsin,Pepin
1273,2090,Wisconsin,Iron
666,1897,Wisconsin,Florence
1003,269,Wisconsin,Menominee
11572,24844,Wyoming,Laramie
6573,23523,Wyoming,Natrona
1324,15778,Wyoming,Campbell
3233,12153,Wyoming,Sweetwater
4200,11167,Wyoming,Fremont
6888,7601,Wyoming,Albany
2535,11115,Wyoming,Park
2926,10266,Wyoming,Sheridan
7313,3920,Wyoming,Teton
1105,6779,Wyoming,Lincoln
1202,6154,Wyoming,Uinta
668,5520,Wyoming,Converse
1279,4409,Wyoming,Carbon
924,4418,Wyoming,Goshen
594,4067,Wyoming,Big Horn
719,3437,Wyoming,Platte
638,3477,Wyoming,Johnson
644,3409,Wyoming,Sublette
271,3347,Wyoming,Crook
532,2911,Wyoming,Washakie
294,2898,Wyoming,Weston
400,1939,Wyoming,Hot Springs
115,1116,Wyoming,Niobrara
